vehicle_make,vehicle_model,vehicle_mileage,vehicle_wheel,vehicle_type,vehicle_cylinder,vehicle_year,vehicle_fuel,vehicle_spec,vehicle_dealer,vehicle_price
Nissan,Sentra,75000,16,Sedan,4,2018,Gasoline,Import,Private Seller,26000
Jaguar,F-Pace,54300,21,SUV/Crossover,4,2021,Gasoline,GCC,Private Seller,229000
Hyundai,Kona,73000,17,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,42000
Honda,Civic,100800,17,Sedan,4,2018,Gasoline,GCC,Private Seller,52000
Nissan,Sunny,40000,17,Sedan,4,2020,Gasoline,GCC,Private Seller,46000
Nissan,Altima,28000,17,Sedan,4,2021,Gasoline,Import,Private Seller,55000
Toyota,Corolla,120000,17,Sedan,4,2017,Gasoline,Import,Private Seller,35000
Ford,Focus,126000,17,Hatchback,4,2018,Gasoline,GCC,Private Seller,45000
Maserati,Levante,39327,18,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,189000
Nissan,Sunny,130000,14,Sedan,4,2020,Gasoline,GCC,Private Seller,27000
Lexus,IS 350,13000,18,Sedan,6,2021,Gasoline,Import,Private Seller,115000
Mini,Cooper S,175000,18,Hatchback,4,2019,Gasoline,GCC,Private Seller,80000
Chevrolet,Corvette,72420,20,Convertible,8,2019,Gasoline,Import,Private Seller,154266
Ford,Edge,48000,20,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,72000
Toyota,RAV 4,193000,17,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,45000
Dodge,Charger,125000,20,Sedan,6,2018,Gasoline,GCC,Private Seller,79000
Mitsubishi,Eclipse Cross,107000,17,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,62000
Hyundai,Elantra,100000,17,Sedan,4,2018,Gasoline,Import,Private Seller,29500
Subaru,Impreza WRX,33800,19,Sedan,4,2020,Gasoline,GCC,Private Seller,109000
Mitsubishi,Pajero,75000,17,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,81000
Ford,Escape,54000,17,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,73500
Toyota,Camry,15750,15,Sedan,4,2022,Gasoline,Import,Private Seller,83000
Land Rover,Range Rover Velar,70000,19,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,195000
Infiniti,QX60,39000,18,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,77000
Nissan,Altima,135000,18,Sedan,6,2017,Gasoline,Import,Private Seller,27500
BMW,X4,65000,20,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,250000
Land Rover,Range Rover Vogue,156000,20,SUV/Crossover,8,2017,Gasoline,Import,Private Seller,145000
BMW,X6,31000,20,SUV/Crossover,6,2021,Gasoline,Import,Private Seller,265000
BMW,330,43000,17,Sedan,4,2019,Gasoline,Import,Private Seller,120000
Nissan,Patrol,74000,20,SUV/Crossover,6,2020,Gasoline,GCC,Private Seller,165000
Infiniti,QX80,40000,20,SUV/Crossover,8,2021,Gasoline,GCC,Private Seller,228000
Lexus,IS 300,48000,18,Sedan,6,2018,Gasoline,Import,Private Seller,69000
BMW,740,124242,21,Sedan,6,2018,Gasoline,GCC,Private Seller,149000
Dodge,RAM,39999,20,Pick Up Truck,8,2021,Gasoline,Import,Private Seller,115000
Nissan,Pathfinder,20000,17,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,120000
Tesla,X,84000,22,SUV/Crossover,None - Electric,2019,Electric,GCC,Private Seller,250000
Land Rover,Range Rover Velar,26000,21,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,230000
Honda,Civic,102818,17,Sedan,4,2019,Gasoline,Import,Private Seller,60000
Jeep,Grand Cherokee,60000,20,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,90000
Mitsubishi,Eclipse Cross,120000,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,47000
Jeep,Grand Cherokee,50000,20,SUV/Crossover,6,2021,Gasoline,Import,Private Seller,145000
Ford,Bronco,8500,20,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,79000
Dodge,Charger,86000,20,Sedan,6,2019,Gasoline,GCC,Private Seller,79000
Mercedes-Benz,S 580,14000,20,Sedan,8,2021,Gasoline,Import,Private Seller,405000
Ford,Escape,67000,17,SUV/Crossover,4,2018,Gasoline,GCC,Private Seller,51000
Nissan,Xterra,27000,18,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,130000
Land Rover,Range Rover HSE,95717,21,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,269000
Chevrolet,Equinox,82000,17,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,45000
Volkswagen,Golf,82500,17,Hatchback,4,2019,Gasoline,Import,Private Seller,70000
Hyundai,Tucson,61000,17,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,42500
Jeep,Wrangler,141000,18,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,85000
Land Rover,Range Rover Sport HSE,60000,21,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,220000
Renault,Koleos,26400,17,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,74000
Ford,Raptor,143000,16,Pick Up Truck,6,2017,Gasoline,Import,Private Seller,177000
Mitsubishi,Pajero,72200,18,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,57000
Honda,HR-V,18000,18,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,99999
Audi,Q7,131000,18,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,137000
Nissan,Altima,85000,17,Sedan,4,2019,Gasoline,Import,Private Seller,43000
Nissan,Rogue,106000,18,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,36000
Hyundai,Creta,110000,15,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,51000
Honda,Accord,59000,18,Sedan,4,2020,Gasoline,Import,Private Seller,60000
Land Rover,Range Rover Velar,41000,20,SUV/Crossover,6,2021,Gasoline,Import,Private Seller,235000
Infiniti,QX60,138403,17,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,70000
Porsche,Cayenne,65000,20,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,188000
Toyota,Fortuner,25000,17,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,130000
Kia,Optima,97000,17,Sedan,4,2019,Gasoline,Import,Private Seller,45000
Honda,Accord,27000,19,Sedan,4,2022,Gasoline,Import,Private Seller,73000
Mercedes-Benz,E 300,53000,20,Sedan,4,2020,Gasoline,GCC,Private Seller,189000
Infiniti,Q50,106000,17,Sedan,6,2017,Gasoline,Import,Private Seller,38500
Ford,Raptor,108000,17,Pick Up Truck,6,2017,Gasoline,GCC,Private Seller,169000
Hyundai,Veloster,36000,18,Coupe,4,2019,Diesel,Import,Private Seller,40000
Toyota,Land Cruiser,63000,18,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,185000
Land Rover,Range Rover Sport HSE,141200,20,SUV/Crossover,6,2017,Gasoline,Import,Private Seller,125000
Mercedes-Benz,G 63 AMG,41000,22,SUV/Crossover,8,2020,Gasoline,GCC,Private Seller,669000
Volkswagen,Tiguan,26000,20,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,125000
Hyundai,Elantra,91000,15,Sedan,4,2017,Gasoline,Import,Private Seller,22500
Kia,Rio,26200,15,Hatchback,4,2020,Gasoline,GCC,Private Seller,50000
Nissan,Patrol,21000,20,SUV/Crossover,8,2018,Gasoline,Import,Private Seller,95000
Land Rover,Range Rover Velar,80000,21,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,160000
Honda,Civic,124000,17,Sedan,4,2017,Gasoline,GCC,Private Seller,48000
Toyota,Corolla,200000,15,Sedan,4,2018,Gasoline,GCC,Private Seller,41500
Nissan,Sentra,162000,16,Sedan,4,2018,Gasoline,GCC,Private Seller,39000
Chevrolet,Impala,169000,17,Sedan,6,2017,Gasoline,Import,Private Seller,28000
Nissan,Maxima,297000,17,Sedan,6,2017,Gasoline,Import,Private Seller,43000
Mercedes-Benz,C 200,81000,19,Convertible,4,2017,Gasoline,Import,Private Seller,72000
Jeep,Wrangler,76000,18,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,142000
Nissan,Maxima,151000,19,Sedan,6,2017,Gasoline,Import,Private Seller,40000
Chevrolet,Equinox,79000,17,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,63000
Nissan,Urvan,300000,15,Van,4,2018,Gasoline,GCC,Private Seller,60000
Mercedes-Benz,CLA 250,70359,17,Coupe,4,2019,Gasoline,Import,Private Seller,90000
Nissan,Sentra,90000,18,Sedan,4,2018,Gasoline,Import,Private Seller,26200
Toyota,Corolla,37000,14,Sedan,4,2022,Gasoline,GCC,Private Seller,60000
Honda,Civic,79000,16,Sedan,4,2017,Gasoline,Import,Private Seller,36000
Hyundai,Elantra,47000,17,Sedan,4,2017,Gasoline,Import,Private Seller,28000
Toyota,FJ Cruiser,39000,17,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,180000
Toyota,Rush,35000,17,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,65000
Nissan,Patrol,110600,18,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,120000
Bentley,Bentayga,63000,21,SUV/Crossover,12,2018,Gasoline,GCC,Private Seller,465000
Land Rover,Discovery Sport,80000,19,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,122000
Chevrolet,Impala,135000,16,Sedan,6,2019,Gasoline,Import,Private Seller,39000
Chevrolet,Camaro,180000,18,Coupe,4,2019,Gasoline,Import,Private Seller,49000
Mazda,CX-5,75156,17,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,62700
Nissan,Patrol Super Safari,185000,18,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,115000
Volkswagen,Touareg,99634,18,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,139000
Chevrolet,Impala,88000,18,Sedan,6,2019,Gasoline,Import,Private Seller,41000
Lexus,RX 350,29500,18,SUV/Crossover,6,2021,Gasoline,Import,Private Seller,145000
Lexus,RX 350,14200,18,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,150000
Kia,Sorento,28481,17,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,55000
Renault,Megane,120000,17,Hatchback,4,2019,Gasoline,GCC,Private Seller,79000
Toyota,Camry,15000,17,Sedan,6,2022,Gasoline,Import,Private Seller,110000
Toyota,Corolla,40000,14,Sedan,4,2020,Gasoline,GCC,Private Seller,58000
BMW,740,98000,20,Sedan,6,2017,Gasoline,GCC,Private Seller,120000
Nissan,Kicks,37000,17,Hatchback,4,2020,Gasoline,Import,Private Seller,45000
Lexus,ES 300,44000,17,Sedan,6,2019,Hybrid,Import,Private Seller,115000
Mercedes-Benz,GLC 300,4500,19,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,168000
Chevrolet,Cruze,92000,17,Sedan,4,2017,Gasoline,GCC,Private Seller,35000
Land Rover,Range Rover Velar,52000,22,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,175000
Kia,Sorento,31680,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,47000
Chevrolet,Captiva,32000,17,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,62000
Chevrolet,Captiva,32000,17,SUV/Crossover,4,2022,Gasoline,GCC,Private Seller,68000
Mercedes-Benz,CLS 450,31500,19,Sedan,6,2019,Gasoline,Import,Private Seller,175000
Lexus,NX 300,52000,18,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,150000
Mitsubishi,Canter,24000,15,Truck,4,2021,Diesel,GCC,Private Seller,115000
Chevrolet,Impala,24000,17,Sedan,6,2017,Gasoline,Import,Private Seller,35000
Ford,Eco Sport,100000,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,39000
Nissan,Maxima,100000,17,Sedan,6,2017,Gasoline,Import,Private Seller,40000
Honda,Civic,99800,17,Sedan,4,2020,Gasoline,Import,Private Seller,45500
Kia,Stinger,60000,21,Sedan,6,2020,Gasoline,Import,Private Seller,88000
Dodge,Charger,64085,18,Sedan,6,2020,Gasoline,Import,Private Seller,60000
Jaguar,F-Pace,74600,20,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,144999
Ford,Edge,130000,19,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,75000
Toyota,Hiace,57000,15,Van,4,2017,Gasoline,GCC,Private Seller,58000
Mercedes-Benz,C 63 AMG,55000,19,Convertible,8,2017,Gasoline,Import,Private Seller,180000
Nissan,Versa,90200,15,Hatchback,4,2017,Gasoline,Import,Private Seller,22000
Chevrolet,Impala,82735,19,Sedan,6,2018,Gasoline,Import,Private Seller,34500
Infiniti,Q50,33000,19,Sedan,4,2019,Gasoline,GCC,Private Seller,103000
Toyota,RAV 4,82000,18,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,51000
Volkswagen,Touareg,33600,20,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,175000
GMC,Terrain,69000,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,59000
Nissan,Maxima,110000,19,Sedan,6,2017,Gasoline,Import,Private Seller,50000
Lexus,IS 300,50000,18,Sedan,6,2020,Gasoline,Import,Private Seller,90000
Hyundai,Elantra,151000,16,Sedan,4,2019,Gasoline,GCC,Private Seller,46000
Mercedes-Benz,S 560,52000,20,Coupe,8,2019,Gasoline,GCC,Private Seller,265000
BMW,X6 M,41000,20,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,210000
Ford,F 150,82102,17,Pick Up Truck,8,2020,Gasoline,Import,Private Seller,37999
Honda,Accord,530,17,Sedan,4,2022,Gasoline,Import,Private Seller,98000
Ford,Focus,86000,16,Sedan,4,2017,Gasoline,GCC,Private Seller,35000
Lexus,IS 350,140000,18,Sedan,6,2019,Gasoline,GCC,Private Seller,140000
Genesis,G70,6000,17,SUV/Crossover,6,2023,Gasoline,Import,Private Seller,95000
Dodge,Challenger,140000,20,Coupe,6,2020,Gasoline,Import,Private Seller,68000
Jeep,Wrangler,165000,17,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,110000
Mercedes-Benz,GLC 200,6000,20,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,150000
Mercedes-Benz,C 300,79000,17,Sedan,4,2017,Gasoline,Import,Private Seller,65000
Mazda,3,85000,17,Sedan,4,2017,Gasoline,GCC,Private Seller,34000
BMW,120,44000,19,Hatchback,4,2022,Gasoline,GCC,Private Seller,131000
Land Rover,Range Rover Velar,75000,21,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,158000
Toyota,Land Cruiser,27000,22,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,305000
Nissan,Maxima,78000,17,Sedan,6,2018,Gasoline,GCC,Private Seller,79000
Toyota,Prado,64000,16,SUV/Crossover,4,2020,Diesel,GCC,Private Seller,145000
Mercedes-Benz,GLS 500,167000,20,SUV/Crossover,8,2018,Gasoline,GCC,Private Seller,169000
Dodge,Challenger,91000,20,Coupe,8,2020,Gasoline,Import,Private Seller,83000
Mercedes-Benz,G 63 AMG,91000,20,Convertible,8,2019,Gasoline,GCC,Private Seller,535000
Hyundai,Santa Fe,60000,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,60000
Bentley,Continental GT,10555,20,Coupe,12,2022,Gasoline,GCC,Private Seller,1300000
Infiniti,QX70,82000,19,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,117000
Tesla,Y,30000,20,SUV/Crossover,None - Electric,2021,Electric,GCC,Private Seller,160000
BMW,730,55000,19,Sedan,4,2022,Gasoline,GCC,Private Seller,240000
Ford,Edge,86300,18,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,59999
Ford,Bronco,6000,17,SUV/Crossover,6,2022,Gasoline,Import,Private Seller,240000
Mitsubishi,Pajero,22496,17,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,67000
Porsche,Macan S,114000,21,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,155000
Mercedes-Benz,E 350,183000,18,Sedan,4,2019,Gasoline,GCC,Private Seller,133000
Mercedes-Benz,GLC 300,119625,20,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,97500
Nissan,Sentra,108797,14,Sedan,4,2019,Gasoline,Import,Private Seller,22500
Mercedes-Benz,CLA 250,20000,18,Sedan,4,2021,Gasoline,Import,Private Seller,165000
Ford,Explorer,140000,17,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,65000
Toyota,Land Cruiser,14700,21,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,342000
Maserati,Levante,72000,20,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,175000
Mercedes-Benz,GLC 300,33000,19,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,78900
Mercedes-Benz,S 560,20000,20,Sedan,8,2018,Diesel,Import,Private Seller,225000
Nissan,Altima,153000,15,Sedan,4,2018,Gasoline,Import,Private Seller,29000
Toyota,Hilux,38000,16,Pick Up Truck,4,2019,Gasoline,GCC,Private Seller,78000
Nissan,Sentra,143000,14,Sedan,4,2017,Gasoline,Import,Private Seller,22000
Chevrolet,Malibu,140000,16,Sedan,4,2017,Gasoline,Import,Private Seller,27000
Hyundai,Elantra,30000,17,Sedan,4,2021,Gasoline,Import,Private Seller,70000
Volkswagen,Golf,128000,17,Hatchback,4,2017,Gasoline,Import,Private Seller,39000
Volkswagen,Teramont,106347,18,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,90000
Infiniti,QX70,77530,20,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,105000
Nissan,Altima,90881,17,Sedan,4,2017,Gasoline,GCC,Private Seller,39999
Mercedes-Benz,E450 Coupe,850,20,Coupe,6,2022,Gasoline,Import,Private Seller,230000
Nissan,Versa,120000,15,Sedan,4,2018,Gasoline,Import,Private Seller,22500
Hyundai,Santa Fe,117000,17,SUV/Crossover,4,2017,Gasoline,Import,Private Seller,40000
Nissan,Pathfinder,49000,20,SUV/Crossover,6,2019,Gasoline,Import,Private Seller,58000
Honda,Civic,64000,17,Hatchback,4,2017,Gasoline,GCC,Private Seller,42000
Toyota,Camry,60000,17,Sedan,6,2021,Gasoline,GCC,Private Seller,105000
Nissan,Patrol Safari,118000,17,SUV/Crossover,6,2017,Gasoline,GCC,Private Seller,112000
BMW,330,40203,17,Sedan,4,2020,Gasoline,Import,Private Seller,109000
Mercedes-Benz,C 300,5500,19,Sedan,4,2022,Gasoline,Import,Private Seller,200000
Land Rover,Range Rover Evoque,29000,19,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,125000
Mercedes-Benz,V 250,66000,18,Van,4,2019,Gasoline,GCC,Private Seller,150000
BMW,730,99000,18,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,150000
Nissan,Kicks,40000,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,40000
Lexus,ES 350,24400,16,Sedan,6,2019,Gasoline,Import,Private Seller,99000
Mercedes-Benz,GLE 53,16500,22,Coupe,8,2021,Gasoline,GCC,Private Seller,420000
Toyota,Fortuner,69520,18,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,110000
Ford,Figo,96500,14,Sedan,4,2017,Gasoline,GCC,Private Seller,21000
Kia,Forte,69003,15,Sedan,4,2017,Gasoline,Import,Private Seller,22000
Hyundai,Sonata,120000,15,Sedan,4,2017,Gasoline,Import,Private Seller,26000
Nissan,Navara,220000,17,Pick Up Truck,4,2018,Gasoline,GCC,Private Seller,36000
Mitsubishi,Lancer,95000,16,Sedan,4,2017,Gasoline,Import,Private Seller,23000
Hyundai,Kona,22000,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,50000
Kia,Optima,150000,16,Sedan,4,2018,Gasoline,Import,Private Seller,31000
Toyota,Corolla,63740,14,Sedan,4,2017,Gasoline,Import,Private Seller,35000
Kia,Rio,100000,16,Sedan,4,2019,Gasoline,Import,Private Seller,31000
Nissan,Altima,128842,19,Sedan,4,2019,Gasoline,Import,Private Seller,43000
Nissan,Sentra,155000,17,Sedan,4,2017,Gasoline,Import,Private Seller,27000
Nissan,Altima,86000,17,Sedan,4,2020,Gasoline,Import,Private Seller,49500
Nissan,Patrol Super Safari,65000,17,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,132000
Nissan,Altima,187000,17,Sedan,4,2017,Gasoline,GCC,Private Seller,39999
Mercedes-Benz,C 200,137000,19,Coupe,4,2019,Gasoline,GCC,Private Seller,140000
Nissan,Kicks,60000,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,44000
Mitsubishi,Pajero,32000,17,SUV/Crossover,6,2018,Gasoline,GCC,Private Seller,84000
Hyundai,Tucson,127000,19,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,54000
Jeep,Wrangler,70000,17,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,75500
Kia,Soul,82000,16,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,55000
Kia,Sportage,86000,17,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,86000
Kia,Sportage,7697,17,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,63999
Ford,Mustang,171000,20,Coupe,8,2018,Gasoline,Import,Private Seller,95000
Hyundai,Sonata,60000,16,Sedan,4,2018,Gasoline,Import,Private Seller,40000
Mercedes-Benz,GLS 580,47000,20,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,305000
BMW,X2,41500,20,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,135000
Dodge,Challenger,150000,20,Sedan,8,2017,Gasoline,Import,Private Seller,86000
Hyundai,Tucson,76900,18,SUV/Crossover,4,2018,Gasoline,Import,Private Seller,50000
Nissan,Altima,110000,17,Sedan,4,2017,Gasoline,Import,Private Seller,39999
Kia,Sportage,20000,17,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,52000
Nissan,Altima,71000,19,Sedan,4,2020,Gasoline,Import,Private Seller,43000
Honda,Civic,57000,16,Sedan,4,2022,Gasoline,Import,Private Seller,55000
Toyota,FJ Cruiser,65000,19,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,119000
Nissan,Altima,120000,17,Sedan,4,2017,Gasoline,Import,Private Seller,37000
Dodge,Charger,84000,20,Sedan,6,2020,Gasoline,Import,Private Seller,74600
Mercedes-Benz,GLB 250,69000,20,SUV/Crossover,4,2021,Gasoline,GCC,Private Seller,155000
Nissan,Patrol,57000,20,SUV/Crossover,8,2021,Gasoline,GCC,Private Seller,280000
Chevrolet,Malibu,77000,17,Sedan,4,2021,Gasoline,GCC,Private Seller,60000
Land Rover,Defender,24500,22,SUV/Crossover,4,2020,Gasoline,GCC,Private Seller,275000
Land Rover,Range Rover Sport SVR,49130,22,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,410000
Ford,F 150,130000,20,Pick Up Truck,6,2017,Gasoline,GCC,Private Seller,155000
Mercedes-Benz,CLS 53 AMG,35000,20,Sedan,6,2018,Gasoline,Import,Private Seller,285000
Chevrolet,Cruze,179512,15,Sedan,4,2018,Gasoline,GCC,Private Seller,25000
Chevrolet,Malibu,60000,17,Sedan,4,2020,Gasoline,Import,Private Seller,39000
Toyota,Tundra,46000,20,Pick Up Truck,8,2018,Gasoline,Import,Private Seller,98000
Jeep,Gladiator,20000,22,Pick Up Truck,6,2022,Gasoline,Import,Private Seller,179000
BMW,M5,16555,21,Sedan,8,2021,Gasoline,Import,Private Seller,300000
BMW,740,16000,20,Sedan,6,2021,Gasoline,Import,Private Seller,150000
GMC,Yukon,90100,22,SUV/Crossover,8,2021,Gasoline,GCC,Private Seller,260000
BMW,330,45000,18,Hatchback,4,2018,Gasoline,Import,Private Seller,55000
Bentley,Bentayga,47000,23,SUV/Crossover,12,2017,Gasoline,Import,Private Seller,775000
Kia,Rio,17800,15,Sedan,4,2020,Gasoline,Import,Private Seller,33000
Kia,Sportage,127000,18,SUV/Crossover,4,2017,Gasoline,GCC,Private Seller,51000
Ford,Explorer,120000,18,SUV/Crossover,6,2017,Gasoline,Import,Private Seller,60000
Mercedes-Benz,C 63 AMG,32000,20,Sedan,8,2019,Gasoline,Import,Private Seller,190000
Ford,Mustang,2227,19,Coupe,4,2022,Gasoline,Import,Private Seller,95000
BMW,X5,90000,20,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,245000
Honda,Accord,70000,19,Sedan,4,2021,Gasoline,Import,Private Seller,63000
Chevrolet,Camaro,54000,20,Coupe,6,2020,Gasoline,Import,Private Seller,59500
Honda,Civic,43000,17,Hatchback,4,2021,Gasoline,Import,Private Seller,49500
Kia,Stinger,34932,19,Sedan,6,2023,Gasoline,Import,Private Seller,132700
Hyundai,Tucson,47000,18,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,49000
Dodge,Challenger,44000,20,Sedan,8,2019,Gasoline,Import,Private Seller,67000
Ford,F 150,49000,20,Pick Up Truck,6,2021,Hybrid,GCC,Private Seller,220000
Kia,Sportage,107000,17,SUV/Crossover,4,2019,Gasoline,GCC,Private Seller,69000
Infiniti,Q50,25900,17,Sedan,6,2021,Gasoline,Import,Private Seller,79999
Nissan,Armada,83000,22,SUV/Crossover,8,2019,Gasoline,Import,Private Seller,115000
Jeep,Cherokee,49000,18,SUV/Crossover,6,2020,Gasoline,Import,Private Seller,77000
Mercedes-Benz,A 220,55000,17,Sedan,4,2019,Gasoline,Import,Private Seller,99999
Hyundai,Kona,37500,18,SUV/Crossover,4,2020,Gasoline,Import,Private Seller,51000
Kia,Sportage,2700,19,SUV/Crossover,4,2022,Gasoline,Import,Private Seller,68000
Mercedes-Benz,AMG GT 43,100000,20,Sedan,6,2020,Gasoline,GCC,Private Seller,299000
BMW,530,65000,17,Hatchback,6,2018,Gasoline,GCC,Private Seller,131500
Land Rover,Range Rover Sport SVR,20000,21,SUV/Crossover,8,2020,Gasoline,Import,Private Seller,420000
Ford,Bronco,9300,17,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,260000
Chevrolet,Corvette,11265,19 / 20,Convertible,8,2018,Gasoline,Import,Private Seller,367100
Lexus,LX 570,54000,22,SUV/Crossover,8,2020,Gasoline,GCC,Private Seller,385000
Mercedes-Benz,A 220,77000,20,Sedan,4,2019,Gasoline,Import,Private Seller,93000
Nissan,Kicks,42000,17,SUV/Crossover,4,2019,Gasoline,Import,Private Seller,36500
Ford,Eco Sport,52028,17,SUV/Crossover,3,2021,Gasoline,Import,Private Seller,42999
Hyundai,Sonata,114800,17,Sedan,4,2017,Gasoline,Import,Private Seller,26500
Subaru,Impreza WRX,25665,18,Sedan,4,2021,Gasoline,GCC,Private Seller,140000
Ford,Eco Sport,79000,17,SUV/Crossover,3,2020,Gasoline,Import,Private Seller,44000
Land Rover,Range Rover Sport HSE,42080,18,SUV/Crossover,6,2019,Gasoline,GCC,Private Seller,315000
Nissan,Patrol Safari,12300,17,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,124000
Kia,Sorento,17000,18,SUV/Crossover,6,2018,Gasoline,Import,Private Seller,48000
Mercedes-Benz,GLE 63 AMG,98500,21,SUV/Crossover,8,2017,Gasoline,GCC,Private Seller,210000
GMC,Sierra,44000,20,Pick Up Truck,8,2022,Gasoline,GCC,Private Seller,265000
Jeep,Cherokee,46000,18,SUV/Crossover,4,2021,Gasoline,Import,Private Seller,69000
Nissan,Patrol,68000,22,SUV/Crossover,8,2019,Gasoline,Import,Private Seller,125000
Ford,Focus,90000,16,Hatchback,4,2018,Gasoline,GCC,Private Seller,34900
Mercedes-Benz,C 200,23000,19,Sedan,4,2017,Gasoline,Import,Private Seller,88000
Lexus,RX 350,15000,20,SUV/Crossover,6,2022,Gasoline,GCC,Private Seller,240000
Dodge,Challenger,108000,18,Coupe,6,2019,Gasoline,Import,Private Seller,58000
Jeep,Wrangler,26000,19,SUV/Crossover,6,2021,Gasoline,GCC,Private Seller,162000
